Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
67d1e3af-f5f1-41a0-8051-ebe452c3502b,e978f6d8-912e-418e-8649-1b970583f4c8,Fully Paid,162360.0,Short Term,720.0,486875.0,10,Rent,Debt Consolidation,8560.83,15.1,46.0,16.0,0.0,129504.0,434654.0,0.0,0.0
333ea452-cc2d-41a5-9970-a011ea10d148,47e5d0b1-228e-4fae-a0a5-22f4b9f8ad7d,Fully Paid,433312.0,Short Term,736.0,1010401.0,7,Home Mortgage,Debt Consolidation,22228.86,16.1,11.0,19.0,0.0,201780.0,613228.0,0.0,0.0
5bc5f041-9d56-4ed0-af6a-37d12daa5c49,ac460fac-928b-4149-b919-69ea4eb9750f,Fully Paid,392282.0,Long Term,688.0,974662.0,8,Home Mortgage,Debt Consolidation,10396.42,12.0,10.0,11.0,0.0,35663.0,242946.0,0.0,0.0
8873a073-d23d-49a9-9b44-381e04fb118b,f55d6d2b-646b-4d5d-996e-85f78f6fe3f2,Fully Paid,378334.0,Short Term,714.0,2120514.0,2,Rent,Debt Consolidation,35695.3,17.0,24.0,12.0,0.0,75335.0,413402.0,0.0,0.0
25dc64d4-1fbb-4f93-9f2b-6d60fb75eea3,46dce277-4cdd-4b47-83f8-97078cb41bc0,Fully Paid,731566.0,Short Term,705.0,1377443.0,10,Home Mortgage,Debt Consolidation,13429.96,20.4,65.0,18.0,0.0,563008.0,1070432.0,0.0,0.0
9270a0f9-c873-4cff-b8d6-63b5377a0340,f4a63c54-c7b6-4132-a5c1-160b09c0a1cf,Fully Paid,156772.0,Short Term,748.0,1411966.0,6,Home Mortgage,Home Improvements,22591.38,18.0,73.0,10.0,0.0,38456.0,251548.0,0.0,0.0
87260afa-a95d-4507-9db0-c8eeb5db5aef,168cc347-945f-43d4-827b-1c06c7a80722,Charged Off,78738.0,Short Term,624.0,536370.0,2,Rent,other,14034.92,10.5,15.0,14.0,0.0,138586.0,266112.0,0.0,0.0
9239bc63-b054-475a-bb83-b631e62685b4,4b8c3426-83b6-4e7a-bd22-ab5695587508,Fully Paid,166672.0,Short Term,705.0,1048667.0,10,Home Mortgage,Debt Consolidation,16166.91,16.0,18.0,10.0,0.0,167656.0,267014.0,0.0,0.0
e67fc85b-55e8-4961-9199-8ae4610b2e24,fc5cff9c-c6b5-4616-a83f-c6866e7ce032,Charged Off,119504.0,Short Term,745.0,938315.0,2,Home Mortgage,Buy House,11807.17,13.0,9.0,11.0,0.0,32300.0,104170.0,0.0,0.0
15d95766-83b9-4218-aea1-b7d8bb023d43,151e8706-cbcc-4d7f-bff0-a13ef9f5807a,Charged Off,556336.0,Long Term,714.0,1402960.0,10,Home Mortgage,Debt Consolidation,19524.4,19.5,38.0,5.0,0.0,317338.0,389246.0,0.0,0.0
296ccd77-325c-4c02-a2ce-d7aff95ff7a5,3fcb95d2-9f4f-4877-b959-a02948af9de4,Charged Off,765160.0,Long Term,719.0,2643242.0,7,Home Mortgage,Debt Consolidation,34582.47,20.5,47.0,19.0,0.0,249755.0,489302.0,0.0,0.0
279abc8f-8495-48ec-8ec3-4aa931eb4990,dccb0b43-a54d-47ae-b01b-382d193b475b,Fully Paid,354046.0,Long Term,676.0,1815469.0,10,Home Mortgage,Home Improvements,5522.16,13.0,6.0,6.0,0.0,20976.0,70840.0,0.0,0.0
59d28b2c-d66d-4cef-b04a-4de6c8d8a8b8,7a826762-3889-4043-9425-363df5f6101d,Fully Paid,218988.0,Short Term,740.0,775409.0,4,Home Mortgage,Debt Consolidation,8141.88,14.9,9.0,5.0,0.0,100206.0,186230.0,0.0,0.0
98aac514-3050-423d-b1c5-ec325413c441,453062fa-f96e-42e4-add5-d15c812fc141,Charged Off,663168.0,Long Term,732.0,1527296.0,2,Home Mortgage,Debt Consolidation,22145.83,17.0,32.0,8.0,0.0,331075.0,543774.0,0.0,0.0
462748a7-7b3e-4e65-aae4-cedddfc95fa8,f99cee77-ac7d-4d8b-936e-93ada7836e1b,Fully Paid,752290.0,Long Term,649.0,2320375.0,3,Rent,Debt Consolidation,39252.86,13.4,16.0,13.0,0.0,431053.0,513502.0,0.0,0.0
8d6b5050-fb2d-4241-bdba-9e7d531cb197,9fa0a981-d220-4f8a-99c2-5321c42f070f,Charged Off,552882.0,Long Term,686.0,1262151.0,10,Rent,Debt Consolidation,23770.71,23.4,48.0,13.0,0.0,299706.0,694056.0,0.0,0.0
26732d68-bf40-4041-a7fc-32893ba51a5c,735e7283-7724-484c-b113-d50e04e92c63,Charged Off,232716.0,Short Term,637.0,1049427.0,5,Rent,Home Improvements,12942.99,9.5,61.0,20.0,0.0,226442.0,389026.0,0.0,0.0
aa8fd231-a19c-4b3c-8abe-75f364f7aa26,e6b4ef94-b40d-451e-b0f7-a164ca3831fc,Fully Paid,286462.0,Long Term,719.0,1380426.0,10,Home Mortgage,Debt Consolidation,27378.62,15.7,75.0,10.0,0.0,177916.0,335522.0,0.0,0.0
181ba1f9-5dc9-4d76-bffd-0b103fca6297,b0d26cc8-cf23-4eb3-aa53-8074353532ce,Fully Paid,537878.0,Short Term,743.0,1296807.0,1,Home Mortgage,Debt Consolidation,24963.53,18.4,70.0,12.0,0.0,249223.0,515306.0,0.0,0.0
e8283bff-046a-4655-a90a-8ed060e8df8e,6ecfe8c1-8b24-472b-9efa-0fd181df38e9,Fully Paid,214786.0,Short Term,723.0,883329.0,9,Home Mortgage,Debt Consolidation,11924.97,14.3,79.0,5.0,0.0,154755.0,193314.0,0.0,0.0
5c2cc96f-159d-42ce-8ca0-f6cf1995119f,01246538-e5a4-46e1-9db5-082889444846,Fully Paid,109538.0,Short Term,697.0,567606.0,7,Home Mortgage,Debt Consolidation,5770.68,14.3,62.0,10.0,0.0,86716.0,151206.0,0.0,0.0
6ceefb17-6949-441f-86fa-ac63be965855,6adde19f-937f-4369-a6ad-cfe94b41d6dc,Fully Paid,117986.0,Short Term,694.0,1886890.0,5,Rent,Debt Consolidation,3207.77,12.0,19.0,7.0,0.0,80408.0,351296.0,0.0,0.0
932aa46f-27ae-4cf9-9e5f-ce44b09e8e20,12be2338-32c8-459d-8201-e85308164a9b,Fully Paid,190498.0,Short Term,706.0,892164.0,1,Rent,Debt Consolidation,8996.12,13.2,64.0,6.0,0.0,88160.0,117744.0,0.0,0.0
108c8c56-4e1a-41b1-bd30-a44123d92dc8,f922a1c3-98e7-4870-ade3-dd9a9b2fa5ee,Charged Off,393558.0,Long Term,678.0,2317392.0,2,Own Home,Debt Consolidation,22015.3,14.7,27.0,8.0,0.0,124184.0,145552.0,0.0,0.0
cf253a51-88a0-46bd-8d82-5348d151dab5,fc950ca6-8f85-425c-a800-85a71a4e0870,Charged Off,168300.0,Long Term,702.0,688522.0,2,Rent,other,11762.14,17.0,30.0,9.0,0.0,128041.0,273042.0,0.0,0.0
145b0f38-135f-4938-9d0b-bb078710fc46,fd4ca23b-1ad4-404e-97c4-f1834094d9d8,Fully Paid,174460.0,Short Term,723.0,1318429.0,3,Own Home,Other,10547.47,15.0,55.0,14.0,0.0,55176.0,443586.0,0.0,0.0
c1c3cba8-0875-41eb-8211-d43f534e6ffc,ab77813a-d625-4f19-9772-f17d6654656c,Fully Paid,768394.0,Long Term,651.0,1651252.0,2,Home Mortgage,Debt Consolidation,19264.67,29.2,30.0,6.0,0.0,421420.0,559592.0,0.0,0.0
0b074d25-97a5-4a2f-9df1-a0efe04f597c,a2dc4e54-eaa7-4bbc-b103-8d06d05a3f54,Fully Paid,716958.0,Short Term,718.0,1934960.0,9,Home Mortgage,Home Improvements,31765.72,10.0,24.0,9.0,0.0,168815.0,228624.0,0.0,0.0
88781660-03f8-4818-982e-c2851abd6063,133bad47-5555-49f6-9885-70756e18ad74,Charged Off,547580.0,Short Term,710.0,1125978.0,0,Rent,Debt Consolidation,9758.4,13.8,58.0,6.0,0.0,435328.0,790064.0,0.0,0.0
6f0b1259-612a-4e5e-ac9f-61474c30067c,3d444fd0-12df-4671-a439-e6933570da1b,Fully Paid,175428.0,Short Term,698.0,1136238.0,2,Rent,Buy a Car,2594.45,30.5,68.0,4.0,0.0,70832.0,96470.0,0.0,0.0
0eaa9af5-5beb-44e5-9394-5c065cd5452e,51fcba2d-c634-4e05-ba0f-9d1b3e2e70a5,Charged Off,25806.0,Short Term,685.0,742976.0,8,Rent,other,6377.16,7.1,35.0,5.0,0.0,8189.0,47432.0,0.0,0.0
77b43783-6615-427f-af53-17181b93e413,7d09ca08-2cdd-4da0-8419-56efa1742725,Fully Paid,333124.0,Short Term,703.0,1300246.0,10,Home Mortgage,Debt Consolidation,13110.76,14.6,22.0,10.0,0.0,173128.0,384032.0,0.0,0.0
8837c173-975a-4b66-9fa5-701b59c96066,e3c54e03-73c7-418d-9672-f3eda66c4f4f,Fully Paid,476586.0,Short Term,707.0,1403207.0,7,Rent,Debt Consolidation,18241.52,13.4,11.0,6.0,0.0,91580.0,214654.0,0.0,0.0
c208ec02-ccca-4d1a-bf13-83c02994a166,b48dacc4-9a81-4817-9efc-62f4678f632b,Fully Paid,261800.0,Short Term,738.0,1488536.0,4,Rent,Debt Consolidation,21087.72,16.5,45.0,8.0,0.0,178220.0,274780.0,0.0,0.0
9c9d3c13-7745-4f65-bab3-800fa5c44c0c,fa3af482-4fd5-4b0c-8d75-d3292a195463,Fully Paid,486288.0,Long Term,707.0,1654577.0,3,Home Mortgage,Debt Consolidation,22612.47,14.9,14.0,18.0,0.0,407835.0,821282.0,0.0,0.0
806e056c-cab1-482c-9db8-c728fde99b36,660e1e64-6904-4904-acd7-6c7dc096bbfc,Fully Paid,205854.0,Short Term,717.0,1898860.0,10,Home Mortgage,Debt Consolidation,31647.73,22.3,15.0,6.0,0.0,195738.0,251284.0,0.0,0.0
df153e6a-bc79-467e-a3d6-0835d99c0702,580287c4-97f3-4e12-b815-4a57be8fc372,Fully Paid,111408.0,Short Term,733.0,1154592.0,10,Rent,Debt Consolidation,18762.12,20.4,47.0,9.0,0.0,283936.0,465674.0,0.0,0.0
335f8757-c4f1-4b37-baab-5329668808c4,b0e36332-8a35-45a8-94bb-a2ccdbb43f93,Fully Paid,284152.0,Short Term,700.0,1054519.0,10,Home Mortgage,Debt Consolidation,15202.66,14.0,36.0,12.0,0.0,182780.0,366146.0,0.0,0.0
8b60728e-4245-4911-b0dd-8390f5b91c58,7fa3a146-1ab1-48bf-8917-41022a07383a,Fully Paid,128832.0,Short Term,719.0,1483520.0,10,Rent,Debt Consolidation,8381.85,30.9,38.0,4.0,0.0,36708.0,64372.0,0.0,0.0
f657d195-0fbd-4c84-8dfa-9a39431b8b93,0ce26174-19c8-48b5-8a4d-226aca78367e,Fully Paid,152790.0,Short Term,743.0,678661.0,10,Rent,Debt Consolidation,4450.94,14.0,8.0,5.0,1.0,119510.0,229086.0,0.0,0.0
8742366d-dbbd-4e24-b0ff-8cdc4a493ba4,9f9bb0ba-9afd-4b10-b489-28cd65bbf75c,Charged Off,152966.0,Short Term,708.0,1334902.0,4,Home Mortgage,Debt Consolidation,10845.96,17.1,41.0,13.0,0.0,82593.0,302654.0,0.0,0.0
42caf3ac-8de9-4cb4-a41f-807c10eef70a,c746e142-7048-4f4d-b3ff-294bc3673b3c,Charged Off,83864.0,Short Term,699.0,564414.0,0,Rent,Debt Consolidation,11711.6,11.9,53.0,12.0,0.0,18639.0,107932.0,0.0,0.0
1e91a6fd-f11d-4250-a257-c98b4e78e24c,2f026faa-1ea6-47b1-8be0-c69631b988f6,Charged Off,142846.0,Short Term,750.0,654227.0,10,Home Mortgage,Debt Consolidation,16246.71,17.2,16.0,9.0,0.0,53694.0,112662.0,0.0,0.0
69e11dbb-dfbe-447b-92d8-c0b9bfac3d6a,4a38f197-1e4a-49f9-bc02-7563c7663f69,Fully Paid,732028.0,Short Term,737.0,1724193.0,10,Home Mortgage,Debt Consolidation,32041.22,18.5,21.0,14.0,0.0,628425.0,1017698.0,0.0,0.0
12e0bad0-ca5a-4c2d-8b7d-1e06db0f55e7,fe12ac96-f1c9-4ee1-8564-7b9c407be684,Fully Paid,128634.0,Short Term,695.0,463657.0,4,Home Mortgage,other,9891.4,8.7,16.0,9.0,0.0,76133.0,134178.0,0.0,0.0
37d4fb0d-df4c-4344-a208-576ebffa919e,016cec7a-d077-4efa-8ce1-01cb0c3f14ce,Fully Paid,429264.0,Short Term,735.0,1816571.0,8,Own Home,Debt Consolidation,34060.73,11.1,37.0,20.0,0.0,387353.0,1520398.0,0.0,0.0
b2f32956-190b-41f9-8c1d-e53ac9073871,ce0e117f-d104-4681-82cb-4bbe32ca48dd,Fully Paid,653334.0,Short Term,722.0,2068891.0,10,Own Home,Debt Consolidation,29309.21,21.3,53.0,9.0,0.0,294291.0,548724.0,0.0,0.0
619184c2-461f-4c60-903a-08c917c16f63,f4a4857d-fdac-4f25-8886-607574527864,Charged Off,218130.0,Short Term,728.0,602832.0,5,Home Mortgage,Debt Consolidation,9142.8,17.6,26.0,10.0,0.0,202616.0,239888.0,0.0,0.0
7866b585-fb14-4413-9561-37fe175c9efc,2d1f095e-2db8-4c97-a8aa-557615b67804,Charged Off,448404.0,Short Term,746.0,1166220.0,10,Home Mortgage,Debt Consolidation,19339.72,14.9,20.0,17.0,0.0,306907.0,504064.0,0.0,0.0
ab15c740-d24e-4459-8de5-ad30cbf3c30c,f7f8e132-37ed-4cc7-a5f9-5d5dea766cdb,Fully Paid,448272.0,Long Term,716.0,1045285.0,10,Home Mortgage,Debt Consolidation,16289.08,23.0,24.0,7.0,0.0,115558.0,157432.0,0.0,0.0
95c49c97-c5d5-4800-931d-0f8fc88977ef,191d6883-713d-4380-96d6-417a9cc0830d,Charged Off,224796.0,Short Term,681.0,573819.0,1,Own Home,Business Loan,4925.37,11.4,20.0,6.0,0.0,115862.0,296780.0,0.0,0.0
15da1048-5668-4a1d-a3cc-86f30cf044fe,87630839-daf3-4eab-9d2a-f53837fbb87a,Fully Paid,273482.0,Long Term,693.0,1115699.0,10,Home Mortgage,Debt Consolidation,13667.27,15.9,51.0,6.0,0.0,65683.0,109758.0,0.0,0.0
4fdfe36c-68ae-4f28-8851-6722ee8b867a,9d6258bf-f326-4fa5-8d51-c61c4e09ea84,Fully Paid,323708.0,Short Term,723.0,1640061.0,3,Rent,Debt Consolidation,21047.44,21.2,31.0,14.0,0.0,546782.0,924242.0,0.0,0.0
b7d53538-1d97-42cf-8a22-59713874f314,ceb55b24-7481-4290-a522-f9455d6f051c,Charged Off,88528.0,Short Term,696.0,993833.0,2,Rent,Debt Consolidation,2550.94,20.8,35.0,11.0,0.0,38532.0,241142.0,0.0,0.0
feae86f5-6c35-406a-b1ce-65c3f70d7ab8,0abf8e06-2433-4009-8ad5-adf64ddc80c8,Fully Paid,132022.0,Short Term,727.0,855095.0,7,Rent,Debt Consolidation,14180.08,17.6,55.0,10.0,0.0,130131.0,251108.0,0.0,0.0
93894e00-dd76-48ef-b4ac-1f81dcabd653,33bf0df2-a905-4963-9d22-7375ee815b3d,Fully Paid,219186.0,Short Term,748.0,2233697.0,3,Home Mortgage,Debt Consolidation,14779.72,20.6,37.0,11.0,0.0,281618.0,939708.0,0.0,0.0
2bd7d9d7-8737-460a-8586-ef01949f0ed6,662a169b-55a7-49ff-be87-861f0fdbb357,Fully Paid,178684.0,Short Term,739.0,1176727.0,2,Rent,Debt Consolidation,19514.14,20.7,45.0,11.0,0.0,192337.0,281534.0,0.0,0.0
a05f653c-454b-4e70-b663-b310503fe2e3,9a9e3ed2-d6b2-47e3-b87a-312a5da73343,Fully Paid,108526.0,Short Term,743.0,1312045.0,7,Home Mortgage,Other,7380.17,19.0,56.0,10.0,1.0,71953.0,108504.0,0.0,0.0
07c95227-607e-42de-92ae-06a432689fbe,847a26f1-a423-49df-ae24-9b604609ad92,Fully Paid,588544.0,Long Term,687.0,1491158.0,5,Home Mortgage,Debt Consolidation,15284.36,16.3,71.0,17.0,0.0,428963.0,1118722.0,0.0,0.0
8e4e0c65-36c8-47de-abef-0e1255353063,073e047d-fe1a-4d74-87e8-27fc569a9052,Fully Paid,391468.0,Short Term,742.0,629850.0,0,Rent,Debt Consolidation,10025.16,17.8,14.0,8.0,0.0,57570.0,169620.0,0.0,0.0
85a94b7f-24ea-47db-94bc-a6181812ae11,d959a0ee-3b70-4344-a4ec-faecafd20145,Fully Paid,628474.0,Long Term,676.0,1235741.0,10,Home Mortgage,Debt Consolidation,26568.46,26.5,7.0,12.0,0.0,252871.0,603702.0,0.0,0.0
8438a115-3c00-4c7a-ad58-88ebf9685b36,597b6a21-89f4-4c78-83a4-ab24a7725c52,Charged Off,141636.0,Short Term,716.0,1051175.0,1,Home Mortgage,Debt Consolidation,13227.04,12.5,18.0,12.0,0.0,151791.0,201322.0,0.0,0.0
c4f5b500-b72f-4460-b401-95f5e1af4c94,a5590971-4224-4f70-bfc1-a561c65e01ec,Fully Paid,334686.0,Short Term,742.0,963490.0,10,Home Mortgage,Debt Consolidation,12284.45,20.5,58.0,15.0,0.0,406220.0,863060.0,0.0,0.0
c9eeb38d-03fc-4a5f-bcf8-753dd041ec71,445a6146-6b1f-47c1-8550-cf396f30d24b,Fully Paid,764390.0,Long Term,705.0,1603220.0,2,Home Mortgage,Debt Consolidation,34869.75,30.6,50.0,15.0,0.0,425448.0,1089902.0,0.0,0.0
1461827a-0a27-4c8d-8e1a-dae45cb4c757,a516d48a-155e-4cbb-8710-43bddd55b655,Fully Paid,616902.0,Long Term,647.0,1405772.0,0,Own Home,Debt Consolidation,18626.27,17.9,64.0,4.0,0.0,317338.0,433818.0,0.0,0.0
cd5c69da-8a2a-4164-ad42-69658fee2f22,58e605ce-de2a-4851-9126-022c7591fc2f,Fully Paid,170962.0,Short Term,710.0,598082.0,6,Rent,Debt Consolidation,7426.15,12.8,5.0,14.0,0.0,117211.0,622534.0,0.0,0.0
de0d812e-79f5-42ff-8b3b-5b121d5cb887,7d0315cd-ebd7-4580-b1fd-5396d5719556,Fully Paid,332222.0,Short Term,746.0,891119.0,3,Rent,Debt Consolidation,11733.07,23.8,42.0,9.0,0.0,293683.0,717420.0,0.0,0.0
a9115594-5859-41dd-a067-c295f173e3ea,6f0fb886-cacf-4e15-82cb-d125472a0c7b,Fully Paid,440132.0,Long Term,676.0,1292380.0,6,Home Mortgage,Debt Consolidation,4157.2,15.6,69.0,3.0,0.0,150822.0,219956.0,0.0,0.0
ecfe1204-c6fc-467b-bca8-98de2559bc77,0c4d94c3-2e19-4e78-a4f2-bc6e3b40d5cb,Fully Paid,112574.0,Short Term,729.0,1555416.0,10,HaveMortgage,Take a Trip,10706.5,13.7,40.0,13.0,0.0,86507.0,770440.0,0.0,0.0
9319940e-c671-4ac8-961e-4ef321352acc,b2f2d7d2-e4c6-4f63-8dc0-e6ef40555d4a,Fully Paid,146982.0,Short Term,670.0,981578.0,10,Rent,Debt Consolidation,25030.22,22.5,76.0,19.0,0.0,532589.0,828872.0,0.0,0.0
7f15dcd4-0148-4082-ae15-50798c38d908,c98e31fb-7471-4a58-9cb7-a04c8104abd8,Fully Paid,533698.0,Long Term,699.0,1853298.0,1,Rent,Debt Consolidation,30270.61,21.6,72.0,18.0,0.0,342209.0,589644.0,0.0,0.0
9e3fe95c-0305-4314-bd81-aee93ea6d07e,fc22174a-fbb3-4cc5-bbbe-37846690c20a,Charged Off,133936.0,Short Term,639.0,347035.0,1,Home Mortgage,Home Improvements,6969.39,15.4,22.0,10.0,0.0,68742.0,151910.0,0.0,0.0
b10c53c4-8588-4e10-a312-6bdcbc509e3b,decba3f3-c30b-4116-821f-b26898388a7e,Charged Off,47806.0,Short Term,671.0,835620.0,2,Rent,Other,3070.97,12.8,12.0,10.0,0.0,48051.0,60764.0,0.0,0.0
e303a41f-b400-40b0-a445-4fa9465eb6e9,03709adc-3272-4711-9845-70f4cb09550a,Charged Off,147576.0,Short Term,748.0,463429.0,2,Rent,Debt Consolidation,8573.56,12.9,36.0,20.0,0.0,88939.0,357588.0,0.0,0.0
bb9a3d0e-e77b-4c2f-bdb6-fb17504690cb,de7e5f8e-bdf9-4eaa-8266-9e16da5be3c2,Fully Paid,657294.0,Short Term,691.0,2270652.0,4,Rent,Debt Consolidation,24031.01,11.3,40.0,12.0,0.0,405327.0,811998.0,0.0,0.0
0aaf989a-3830-4ff1-951a-46101d7c1f50,5d39e9c4-d45d-4f24-a767-8e96ee964643,Fully Paid,268004.0,Short Term,750.0,867996.0,10,Rent,Debt Consolidation,21410.53,23.0,75.0,15.0,0.0,309776.0,1203664.0,0.0,0.0
ff3989d5-9c9e-4773-9d4e-0f7edc06369f,0cdf50b9-efc7-4577-8bf6-6ff6ffdf86c1,Fully Paid,353232.0,Short Term,712.0,823707.0,10,Home Mortgage,Debt Consolidation,13659.67,9.8,41.0,9.0,0.0,117496.0,242968.0,0.0,0.0
408e8e7c-acca-46b4-aab8-746e87884729,bb433d07-83ce-45b4-95aa-88f6da823bbe,Fully Paid,221056.0,Short Term,741.0,954560.0,10,Rent,Debt Consolidation,9386.57,12.0,13.0,19.0,0.0,117420.0,229658.0,0.0,0.0
f3118845-1c31-4fe7-a087-4d432707f291,7352605a-a1fc-4f3a-804d-bb7df0dbf646,Fully Paid,281710.0,Short Term,728.0,831953.0,2,Home Mortgage,Debt Consolidation,12964.46,18.0,52.0,12.0,0.0,461415.0,907104.0,0.0,0.0
9c74ba6d-9cce-4967-b9eb-4bd371cec161,6d385ad8-34ab-4eb7-8364-97a516c00e3a,Fully Paid,161656.0,Short Term,749.0,874874.0,9,Home Mortgage,Debt Consolidation,12226.5,16.1,19.0,10.0,0.0,159676.0,394218.0,0.0,0.0
a02e612b-0dd2-4841-b85c-ad283a8b7f5c,6c301164-4828-4de3-9a2c-767bf95e9c23,Fully Paid,294580.0,Short Term,744.0,1734624.0,10,Rent,Debt Consolidation,8051.63,17.8,6.0,12.0,0.0,229007.0,433290.0,0.0,0.0
62319446-dde3-4791-a345-443570316a7f,a7f14ec6-d7f1-41c1-8a88-69fd6a5d807b,Fully Paid,39138.0,Short Term,731.0,751336.0,4,Home Mortgage,Home Improvements,10894.41,10.6,27.0,11.0,0.0,77539.0,302302.0,0.0,0.0
75792bfe-72fd-4043-afc6-c843ed09251c,023fa202-c60a-4d28-9961-3fe45d280800,Fully Paid,260436.0,Long Term,734.0,1244272.0,10,Home Mortgage,Debt Consolidation,11924.21,28.4,26.0,12.0,0.0,189696.0,625812.0,0.0,0.0
f6ef66e9-d414-4258-a8c5-787aef91e236,f51f824d-fb8a-4ab6-b211-4db6d706b00c,Fully Paid,264396.0,Short Term,737.0,1712565.0,10,Rent,Debt Consolidation,19980.02,21.9,49.0,13.0,0.0,380665.0,1075052.0,0.0,0.0
a651e757-9f48-4731-aed7-fb327ab73c9f,0ec4572c-0882-4245-b2a1-7015771148b7,Charged Off,224312.0,Short Term,700.0,678034.0,3,Rent,Debt Consolidation,13052.24,12.8,64.0,13.0,0.0,240863.0,639650.0,0.0,0.0
bc9296eb-eefd-4ca9-afc4-411541701a74,ba68a268-8b71-4107-950a-8c5f17a76950,Fully Paid,222728.0,Long Term,615.0,905160.0,1,Rent,small_business,18706.64,16.2,49.0,9.0,0.0,64676.0,135432.0,0.0,0.0
a1301a8a-e66e-4747-beb7-c2f243f2c689,ab46b1a7-f937-4ba9-ac98-270344120cf7,Fully Paid,152372.0,Short Term,697.0,845937.0,0,Rent,Debt Consolidation,2876.22,8.8,46.0,10.0,0.0,56943.0,215468.0,0.0,0.0
dcc050a3-316d-4f16-a551-794809e6293d,9d65a472-7fdb-4eb8-8fcd-5597554a6082,Charged Off,234036.0,Short Term,703.0,665798.0,10,Home Mortgage,Debt Consolidation,11263.01,17.0,39.0,13.0,0.0,242098.0,308396.0,0.0,0.0
d65cc479-b07a-4a47-9903-df08f53ce9d8,21a58539-2489-4b5a-8606-b7a64e606fec,Fully Paid,649902.0,Long Term,695.0,1309651.0,10,Own Home,Debt Consolidation,6810.17,26.0,74.0,7.0,0.0,300884.0,361768.0,0.0,0.0
